"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"50043915","DUNKIN","Brooklyn","1058B","FLUSHING AVENUE","11237","3476631130","Donuts","2023-05-01T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","13","A","2023-05-01T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.704540379373","-73.929153474875","304","34","042700","3071938","3031550027","BK77"
"41281111","THE BOX","Manhattan","189","CHRYSTIE STREET","10002","2129829330","American","2023-09-24T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","13","A","2023-09-24T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.721727772253","-73.991998256051","103","01","003601","1005721","1004260033","MN27"
"41138136","SAL'S","Brooklyn","810","FRANKLIN AVENUE","11225","7187738160","American","2022-11-15T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.","Critical","9","A","2022-11-15T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.67016261213","-73.958162232301","309","35","021300","3029674","3011850039","BK63"
"50118015","EZ PAELLA","Manhattan","744","9 AVENUE","10019","6317796916","Spanish","2024-01-29T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","23",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.763618073898","-73.988834526509","104","03","013300","1025170","1010410002","MN15"
"50131785","CHEF LOTHIAN KITCHEN","Queens","11420","SUTPHIN BLVD","11434","7184702292","Caribbean","2025-08-12T00:00:00.000","Violations were cited in the following area(s).","02H","After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.","Critical","13","A","2025-08-12T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.685728274301","-73.793495065931","412","28","019000","4536722","4119800011","QN76"
"50137404","PHO 60","Staten Island","2602","HYLAN BOULEVARD","10306","6469968990","Asian/Asian Fusion","2025-09-23T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","26","N",,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.568935155161","-74.111288505898","502","50","012804","5164386","5039690057","SI45"
"50074801","OUTRO","Manhattan","816","BROADWAY","10003","2124321688","Coffee/Tea","2024-11-14T00:00:00.000","Violations were cited in the following area(s).","06B","Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.","Critical","9","A","2024-11-14T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.732854993516","-73.991177843296","102","02","006100","1009000","1005570014","MN23"
"50117809","MING WONG RESTAURANT","Manhattan","61","MOTT STREET","10013","6463705005","Chinese","2023-09-25T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","27","B","2023-09-25T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.71596128159","-73.998297342146","103","01","002900","1002399","1002000024","MN27"
"50115591","GIL'S GRILL AND DELI","Brooklyn","3411","14 AVENUE","11218","7186769655","American","2022-10-20T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","12","A","2022-10-20T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.641919461268","-73.981342072585","312","39","022800","3404971","3053510062","BK88"
"50117909","JACK'S COFFEE","Manhattan","138","WEST   10 STREET","10014","6469644182","Coffee/Tea","2025-02-25T00:00:00.000","Violations were cited in the following area(s).","20-08","Failure to post or conspicuously post healthy eating information","Not Critical",,,,"2025-10-14T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.734581788148","-74.000595375756","102","03","007100","1010684","1006100048","MN23"
"50100399","BUTLER","Brooklyn","101","NORTH    8 STREET","11249","3479254682","Coffee/Tea","2022-05-10T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","11","A","2022-05-10T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.7196814329","-73.959202463328","301","33","055700","3061765","3023100038","BK73"
"50065825","MIRANDA'S PUPUSERIA","Queens","9040","160TH ST","11432","7188802747","Spanish","2024-12-24T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","12","A","2024-12-24T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.704925654032","-73.799905852626","412","24","044601","4441658","4097560054","QN61"
"50108268","WEN XUAN HOUSE","Brooklyn","287","VAN BRUNT STREET","11231","7185227246","Chinese","2023-02-27T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","5","A","2023-02-27T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.679029867717","-74.01090609474","306","38","005900","3008393","3005310002","BK33"
"50045109","THE PRIME RIB, DUNKIN DONUTS - FA8040 (CA8041)","Manhattan","4","PENN PLZ","10121","2124656273","Chicken","2025-02-01T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","A","2025-02-01T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.750654836632","-73.991944239076","105","03","010100","1082908","1007810001","MN17"
"50054385","SABA'S PIZZA","Manhattan","1217","LEXINGTON AVENUE","10028","2129879130","Jewish/Kosher","2024-01-04T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","20",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.777161524498","-73.957271517721","108","04","014000","1047610","1015110020","MN40"
"50051486","STATE GRILL AND BAR","Manhattan","350","5 AVENUE","10118","2122169693","American","2023-10-19T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","2023-10-19T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.748268900702","-73.984690273581","105","04","007600","1015862","1008350041","MN17"
"50048578","TACUBA","Manhattan","802","9 AVENUE","10019","2122454500","Mexican","2023-06-14T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","13","A","2023-06-14T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.765495346664","-73.987466013289","104","03","013300","1025390","1010440002","MN15"
"41579102","BUBBA GUMP SHRIMP CO.","Manhattan","1501","BROADWAY","10036","2123917100","American","2022-08-01T00:00:00.000","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","53",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.7570962405","-73.986193424352","105","03","011900","1024706","1010150029","MN17"
"50088792","PLAYA BOWLS","Manhattan","1","NEW YORK PLAZA","10004","9172315259","Jewish/Kosher","2025-01-08T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","12","A","2025-01-08T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.702533192425","-74.012561775828","101","01","000900","1000005","1000047501","MN25"
"50098817","ANGEL INDIAN RESTAURANT","Queens","7414","37TH RD","11372","3476327555","Indian","2024-05-07T00:00:00.000","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","27","B","2024-05-07T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.747249503467","-73.891270825102","403","25","028900","4029839","4012850071","QN28"
"50142467","ZAITUN HALAL","Queens","8769","PARSONS BLVD","11432","7185326484","Middle Eastern","2023-10-23T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","28",,,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.707452823551","-73.802628640488","412","24","044602","4208976","4097650043","QN61"
"50165726","COCINA MI ENCANTO MEXA FOOD CORP.","Staten Island","30","GIFFORDS LANE","10308","2015893724",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-14T06:00:19.000",,"40.551683136086","-74.150536488581","503","51","014604","5107697","5054330157","SI54"
"50105368","DUNKIN DONUTS","Bronx","1791","WESTCHESTER AVENUE","10472","9292074423","Donuts","2022-10-21T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","28",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.831767553352","-73.866747384929","209","18","007600","2025620","2037860001","BX08"
"50129187","JIGGA'S JERK SPOT","Brooklyn","297","LEGION STREET","11212","3478452052","Caribbean","2025-01-08T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","13","A","2025-01-08T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.661197241131","-73.916364579153","316","41","089400","3082021","3035820030","BK81"
